"itemid","name","price01","stock01"
"16141","Iron Ram Helm","30000","2"
"16142","Fourth Armet","20000","2"
"16143","Cobra Hat","20000","1"
"16150","Saurian Helm","20000","3"
"16161","Januwiyah","400000","1"
"16162","Tariqah","40000","2"
"16163","Januwiyah +1","50000","0"
"16164","Tariqah +1","40000","0"
"16166","Januwiyah -1","20000","1"
"16167","Tariqah -1","2000","5"
"16170","Wivre Shield","10000","1"
"16171","Wivre Shield +1","125000","0"
"16172","Iron Ram Shield","30000","4"
"16173","Pallas's Shield","20000","1"
"16178","Avalon Shield","30000","3"
"16179","Airy Buckler","50000","1"
"16180","Harpy Shield","30000","1"
"16181","Terror Shield","20000","4"
"16184","Flat Shield","50000","0"
"16185","Pelte","20000","0"
"16186","Spellcaster's Ecu","30000","1"
"16188","Rusty Shield","1582499","1"
"16189","Gleaming Shield","20000","1"
"16190","Bloom Buckler","20000","6"
"16202","Dagda's Shield","20000","2"
"16210","Ebullient Cape","20000","1"
"16211","Marid Mantle","10000","1"
"16212","Cerberus Mantle","60000","2"
"16215","Marid Mantle +1","50000","0"
"16213","Lamia Mantle","20000","1"
"16214","Lamia Mantle +1","50000","0"
"16216","Cerb. Mantle +1","700000","0"
"16217","Immortal's Cape","3500","1"
"16218","Pirate's Cape","9000","2"
"16219","Busker's Cape","777","0"
"16223","Orange Tank","10000","0"
"16224","Apple Tank","8000","1"
"16225","Pear Tank","10000","0"
"16226","Pamama Tank","8000","0"
"16227","Persikos Tank","20000","1"
"16231","Smilodon Mantle","10000","2"
"16232","Smilod. Mantle +1","50000","1"
"16233","Peiste Mantle","4500","8"
"16234","Peiste Mantle +1","50000","0"
"16235","Lynx Mantle","5000","0"
"16236","Lynx Mantle +1","95000","1"
"16237","Thunderer Mantle","40000","0"
"16241","Cuchulain's Mantle","90000","6"
"16242","Ixion Cape","20000","3"
"16246","Viator Cape","20000","0"
"16247","Caloyer Cape","30000","4"
"16249","Elixir Tank","10000","0"
"16257","Ghost Cape","22500","1"
"16261","Mohbwa Scarf","30000","3"
"16262","Mohbwa Scarf +1","60000","0"
"16263","Beak Necklace","30000","5"
"16264","Beak Necklace +1","50000","0"
"16265","Wivre Gorget","30000","0"
"16266","Wivre Gorget +1","80000","0"
"16272","Naraenten Beads","10000","0"
"16275","Ancient Torque","105000","0"
"16277","Bandolero Scarf","10000","1"
"16278","Piper's Torque","10000","0"
"16281","Buffoon's Collar","50000","5"
"16282","Bfn. Collar +1","275000","4"
"16296","Armiger's Lace","15000","3"
"16301","Focus Collar","10000","1"
"16304","Focus Collar +1","60000","0"
"16308","Feud Pendant","10000","3"
"16309","Invidia Torque","10000","3"
"16312","I.R. Breeches","30000","0"
"16313","Fourth Cuisses","30000","1"
"16314","Cobra Slops","50000","1"
"16319","Sangoma Lappa","30000","0"
"16320","Kensei Sitabaki","20000","0"
"16344","Oily Trousers","50000","1"
"16354","Malagigi's Trousers","20000","3"
"16355","Bedivere's Hose","10000","2"
"16365","Argent Hose","50000","7"
"16366","Platino Hose","300000","0"
"16373","Kyoshu Sitabaki","20000","1"
"16377","Kyo. Sitabaki +1","100000","0"
"16383","Mirador Trousers","10000","0"
"16382","Adapa's Slacks","20000","1"
"16381","Tumbler Trunks","20000","1"
"16390","Bronze Knuckles","20000","2"
"16388","Himantes","974500000","1"
"16389","Coeurl Cesti","985500010","1"
"16385","Cesti","10000","1"
"16387","Poison Cesti","10000","2"
"16386","Lizard Cesti","30000","5"
"16391","Brass Knuckles","31505000","3"
"16392","Metal Knuckles","50000","6"
"16393","Mythril Knuckles","20000","0"
"16394","Dst. Knuckles","10000","2"
"16396","Koenigs Knuckles","500000","5"
"16395","Diamond Knuckles","150000","2"
"16398","Burning Cesti","12000","0"
"16397","Behemoth Cesti","10000","2"
"16399","Katars","10000","0"
"16400","Darksteel Katars","5000","3"
"16401","Jamadhars","575000010","2"
"16403","Poison Katars","20000","1"
"16404","Venom Katars","50000","3"
"16405","Cat Baghnakhs","40000","2"
"16408","Rune Baghnakhs","30000","2"
"16406","Baghnakhs","5500","0"
"16407","Brass Baghnakhs","1000","5"
"16409","Lynx Baghnakhs","20000","3"
"16410","Psn. Baghnakhs","10000","1"
"16411","Claws","5000","1"
"16413","Darksteel Claws","160000","23"
"16412","Mythril Claws","10000","4"
"16414","Cermet Claws","646000005","1"
"16416","Dragon Claws","10000","2"
"16417","Poison Claws","10000","4"
"16418","Venom Claws","25000","4"
"16419","Patas","100000","3"
"16420","Bone Patas","50000","0"
"16421","Gold Patas","30000","1"
"16422","Tigerfangs","20000","8"
"16423","Manoples","10000","1"
"16425","Venom Claws +1","30000","0"
"16429","Slc. Baghnakhs","5000","1"
"16430","Acid Claws","999000000","1"
"16431","Stun Claws","40000","2"
"16432","Stun Jamadhars","20000","2"
"16434","Sonic Knuckles","30000","1"
"16433","Lgn. Knuckles","10000","5"
"16437","Metal Knuckles +1","30000","0"
"16438","Slc. Baghnakhs +1","10000","1"
"16439","Poison Claws +1","15000","1"
"16441","Brs. Baghnakhs +1","30000","0"
"16440","Brz. Knuckles +1","10000","0"
"16442","Fsd. Baghnakhs","10000","0"
"16443","Fruit Punches","10000","1"
"16444","Baghnakhs +1","20000","0"
"16445","Claws +1","20000","0"
"16446","Mtl. Knuckles +1","60000","0"
"16447","Rusty Dagger","55000","11"
"16448","Bronze Dagger","5000","0"
"16449","Brass Dagger","10500","3"
"16450","Dagger","5000","2"
"16452","Misericorde","200000","9"
"16451","Mythril Dagger","10000","2"
"16453","Orichalcum Dagger","150000","9"
"16454","Blind Dagger","10000","2"
"16455","Baselard","5000","2"
"16456","Mythril Baselard","5000","2"
"16457","Dst. Baselard","30000","1"
"16460","Kris","1","0"
"16459","Acid Baselard","10000","3"
"16458","Poison Baselard","10000","3"
"16461","Adaman Kris","10000","0"
"16463","Cmb.Cst. Dagger","5000","0"
"16465","Bronze Knife","5000","1"
"16467","Mythril Knife","10000","2"
"16466","Knife","10000","10"
"16468","Darksteel Knife","97500","11"
"16469","Cermet Knife","10000","1"
"16470","Gully","20000","3"
"16471","Blind Knife","10000","1"
"16472","Poison Knife","5000","4"
"16473","Kukri","10000","4"
"16475","Mythril Kukri","30000","2"
"16476","Darksteel Kukri","80000","1"
"16477","Cermet Kukri","10000","1"
"16478","Poison Kukri","15000","0"
"16479","Acid Kukri","30000","0"
"16480","Thief's Knife","200000","9"
"16481","Yataghan +1","400000","0"
"16482","Onion Dagger","20000","5"
"16483","Onion Knife","1000","1"
"16486","Beestinger","50000","6"
"16485","Yataghan","30000","4"
"16489","Poison Kukri +1","20000","0"
"16490","Blind Knife +1","20000","0"
"16491","Bronze Knife +1","30000","0"
"16492","Bronze Dagger +1","10000","0"
"16493","Blind Dagger +1","20000","0"
"16494","Corrosive Kukri","50000","0"
"16495","Silence Dagger","10000","1"
"16496","Poison Dagger","20000","0"
"16497","Sleep Dagger","10000","7"
"16499","Venom Kris","50000","4"
"16498","Carabineer Dagger","10000","0"
"16501","Acid Knife","20000","0"
"16504","Oynos Knife","20000","5"
"16503","Stun Knife","30000","0"
"16505","Venom Kukri","95000","5"
"16502","Venom Knife","40000","3"
"16506","Stun Kukri","40000","0"
"16507","Venom Baselard","20000","2"
"16508","Silence Dagger +1","20000","0"
"16510","Vnm. Baselard +1","60000","0"
"16512","Bilbo","60000","8"
"16513","Tuck","10000","0"
"16515","Colichemarde","30000","1"
"16516","Jr.Msk. Tuck","10000","1"
"16517","Degen","10000","1"
"16514","Mailbreaker","30000","1"
"16519","Schlaeger","60000","1"
"16518","Mythril Degen","30000","1"
"16520","Verdun","400000","5"
"16522","Flame Degen","20000","4"
"16523","Holy Degen","20000","1"
"16521","Rapier","30000","0"
"16524","Fleuret","20000","1"
"16525","Hornet Fleuret","50000","5"
"16527","Epee","150000","0"
"16526","Schwert","50000","2"
"16528","Bloody Rapier","50000","5"
"16529","Musketeer's Sword","10000","0"
"16531","Brass Xiphos","10000","8"
"16530","Xiphos","10000","11"
"16532","Gladius","10000","2"
"16534","Onion Sword","10000","2"
"16533","Ancient Sword","20000","0"
"16535","Bronze Sword","20000","6"
"16536","Iron Sword","10000","1"
"16537","Mythril Sword","100000","0"
"16539","Cermet Sword","30000","3"
"16538","Darksteel Sword","10000","0"
"16541","Jagdplaute","30000","7"
"16543","Fire Sword","50000","2"
"16544","Ryl.Arc. Sword","10000","1"
"16546","Katzbalger","30000","1"
"16545","Broadsword","10000","0"
"16542","Wing Sword","200000","3"
"16547","Anelace","185000","4"
"16548","Coral Sword","80000","0"
"16549","Divine Sword","10000","0"
"16550","Hallowed Sword","10000","1"
"16553","Tulwar","20000","1"
"16552","Scimitar","10000","1"
"16551","Sapara","10000","0"
"16554","Hanger","15000","2"
"16557","Msk.Cmd. Falchion","45000","2"
"16556","Bloody Blade","50000","0"
"16559","Darksteel Falchion","100000","6"
"16558","Falchion","10000","1"
"16560","Cutlass","10000","0"
"16562","Platinum Cutlass","30000","5"
"16563","Rune Blade","60000","0"
"16564","Flame Blade","10000","4"
"16566","Longsword","10000","1"
"16565","Spatha","1000","1"
"16567","Knight's Sword","20000","0"
"16568","Saber","10000","0"
"16569","Gold Sword","100000","4"
"16572","Bee Spatha","2000","1"
"16571","T.K. Army Sword","20000","0"
"16576","Hunting Sword","10000","2"
"16578","Espadon","20000","0"
"16577","Bastard Sword","100000","1"
"16580","Bloodsword","30000","0"
"16579","Kaskara","20000","1"
"16581","Holy Sword","20000","5"
"16584","Mythril Claymore","50000","2"
"16585","Dst. Claymore","40000","10"
"16583","Claymore","30000","0"
"16587","Gold Algol","80000","2"
"16588","Flame Claymore","10000","3"
"16591","Zweihander","200000","8"
"16590","Greatsword","10000","1"
"16589","Two-Hand. Sword","20000","1"
"16593","Plain Sword","5000","0"
"16594","Inferno Sword","10000","2"
"16595","Ram-Dao","50000","4"
"16597","Nagan","500000","22"
"16596","Flamberge","10000","0"
"16599","Ryl.Grd. Sword","20000","0"
"16600","Wax Sword","30000","2"
"16601","Ryl.Swd. Blade","20000","0"
"16603","Halo Claymore","10000","4"
"16604","Save the Queen","20000","1"
"16605","Enhancing Sword","20000","4"
"16606","Rusty Greatsword","100000","0"
"16608","Gladiator","25000","0"
"16609","Bloody Sword","100000","0"
"16610","Wax Sword +1","100000","0"
"16611","Bee Spatha +1","40000","0"
"16612","Saber +1","30000","0"
"16613","Spirit Sword","20000","1"
"16614","Knife +1","30000","0"
"16615","Falchion +1","20000","0"
"16616","Zweihander +1","100000","0"
"16617","Tuck +1","35000","0"
"16618","Mailbreaker +1","30000","0"
"16620","Merman's Sword","200000","0"
"16621","Flame Sword","155000","3"
"16623","Bronze Sword +1","4000","0"
"16624","Xiphos +1","25000","0"
"16625","Scimitar +1","25000","0"
"16626","Iron Sword +1","20000","1"
"16627","Spatha +1","10000","0"
"16628","Longsword +1","50000","0"
"16629","Small Sword","20000","3"
"16630","Striker Sword","20000","1"
"16631","Kaiser Sword","10000","5"
"16632","Bilbo +1","30000","1"
"16633","Degen +1","30000","0"
"16635","Mythril Sword +1","30000","0"
"16634","Broadsword +1","15000","0"
"16636","Tulwar +1","40000","0"
"16637","Deathbringer","30000","5"
"16638","Claymore +1","20000","0"
"16639","Fine Claymore","100000","0"
"16641","Brass Axe","10000","0"
"16640","Bronze Axe","10000","1"
"16642","Bone Axe","10000","3"
"16643","Battleaxe","10000","3"
"16644","Mythril Axe","5000","1"
"16645","Darksteel Axe","20000","3"
"16647","Rune Axe","30000","0"
"16646","Bronze Axe +1","10000","0"
"16648","Legionnaire's Axe","10000","0"
"16649","Bone Pick","4000","0"
"16650","War Pick","100000","2"
"16651","Mythril Pick","40000","3"
"16652","Darksteel Pick","200000","2"
"16653","Nadziak","10000","1"
"16655","Rusty Pick","10000","3"
"16657","Tabar","10000","2"
"16658","Darksteel Tabar","130000","12"
"16660","Doom Tabar","10500","1"
"16659","Tabarzin","300000","11"
"16661","Brass Axe +1","30000","0"
"16662","Doom Tabar +1","100000","0"
"16663","Battleaxe +1","30000","1"
"16664","War Pick +1","20000","0"
"16665","Mythril Axe +1","33000","0"
"16666","Bone Axe +1","30000","0"
"16667","Light Axe","10000","0"
"16668","Bone Pick +1","10000","0"
"16669","Cmb.Cst. Axe","50000","2"
"16670","Mythril Pick +1","20000","1"
"16672","Tigerhunter","20000","1"
"16671","Tabar +1","50000","0"
"16673","Warrior's Axe","20000","3"
"16674","Emeth Pick","5000","0"
"16675","Storm Axe","10000","2"
"16676","Viking Axe","35000","2"
"16677","Darksteel Axe +1","50000","0"
"16679","Wrath Tabar","50000","2"
"16682","Darksteel Pick +1","30000","0"
"16684","Kabrakan's Axe","50000","2"
"16683","Dst. Tabar +1","50000","0"
"16685","Nadziak +1","200000","0"
"16686","Arcanabane","10000","2"
"16687","Platoon Axe","20000","0"
"16688","Mythril Claws +1","40000","0"
"16689","Brass Knuckles +1","10000","0"
"16690","Cesti +1","30000","0"
"16692","Psn. Baghnakhs +1","20000","0"
"16691","Ryl.Arc. Cesti","3000","2"
"16693","Poison Katars +1","20000","0"
"16694","Tct.Mag. Hooks","25000","0"
"16695","Katars +1","30000","0"
"16696","Patas +1","40000","0"
"16698","Dst. Knuckles +1","100000","0"
"16697","Dst. Claws +1","25000","0"
"16699","Himantes +1","30000","0"
"16700","Poison Cesti +1","30000","0"
"16701","Strike Baghnakhs","15000","0"
"16702","Cougar Baghnakhs","10000","3"
"16703","Impact Knuckles","10000","3"
"16704","Butterfly Axe","20000","1"
"16705","Greataxe","20000","1"
"16708","Horror Voulge","40000","1"
"16706","Heavy Axe","6000","1"
"16707","Bhuj","12000","0"
"16709","Inferno Axe","10000","3"
"16711","Demon's Axe","30000","1"
"16710","Gigant Axe","25000","0"
"16713","Hellfire Axe","35001","2"
"16712","Centurion's Axe","10000","2"
"16714","Neckchopper","100000","7"
"16716","Butterfly Axe +1","15000","0"
"16718","Heavy Axe +1","30000","0"
"16717","Greataxe +1","40000","0"
"16720","Plantbane","20000","1"
"16719","Moth Axe","20000","0"
"16721","Huge Moth Axe","10000","0"
"16723","Executioner","30000","0"
"16724","Heavy Dst. Axe","100000","3"
"16725","Massive Dst. Axe","150000","0"
"16726","Forseti's Axe","20000","2"
"16729","Berserker's Axe","50000","2"
"16730","Colossal Axe","30000","1"
"16731","Colossal Axe +1","100000","0"
"16732","Bas. Greataxe","10000","0"
"16733","Republic Greataxe","30000","0"
"16736","Dagger +1","15000","0"
"16739","Mythril Knife +1","10000","0"
"16737","Baselard +1","10000","0"
"16738","Mythril Dagger +1","10000","0"
"16740","Brass Dagger +1","10000","0"
"16741","Poison Dagger +1","15000","0"
"16742","Poison Knife +1","20000","0"
"16743","Python Baselard","20000","0"
"16744","Ryl.Sqr. Dagger","10000","2"
"16745","Decurion's Dagger","20000","1"
"16746","Mercenary's Knife","40000","3"
"16747","Mrc.Cpt. Kukri","30000","2"
"16748","Kukri +1","15000","0"
"16749","Kris +1","20000","0"
"16751","Dst. Knife +1","25000","1"
"16750","Mythril Kukri +1","20000","0"
"16752","Fine Baselard","10000","0"
"16753","Ceremonial Dagger","2800000","4"
"16754","Parrying Knife","10000","1"
"16755","Archer's Knife","75000","14"
"16757","Corsair's Knife","40000","4"
"16758","Dst. Baselard +1","30000","0"
"16759","Darksteel Kris","50000","2"
"16760","Darksteel Kris +1","100000","0"
"16762","Venom Knife +1","100000","0"
"16763","Darksteel Kukri +1","50000","0"
"16765","Lust Dagger","10000","0"
"16767","Triple Dagger","20000","3"
"16768","Bronze Zaghnal","40000","2"
"16769","Brass Zaghnal","10000","2"
"16770","Zaghnal","10000","0"
"16771","Falcastra","20000","6"
"16772","Brass Zaghnal +1","10000","0"
"16773","Cruel Scythe","20000","2"
"16776","Mrc.Cpt. Scythe","25000","2"
"16774","Scythe","100000","1"
"16775","Mythril Scythe","10000","0"
"16778","Brz. Zaghnal +1","10000","0"
"16777","Death Scythe","100000","5"
"16779","Zaghnal +1","30000","0"
"16780","Lgn. Scythe","20000","1"
"16782","Mythril Scythe +1","40000","0"
"16781","Scythe +1","40000","0"
"16784","Frostreaper","10000","0"
"16783","Plantreaper","10000","1"
"16785","Harvester","30000","2"
"16786","Brb. Scythe","15000","4"
"16787","Demonslicer","20000","4"
"16788","Vassago's Scythe","50000","1"
"16789","Darksteel Scythe","10000","0"
"16790","Dst. Scythe +1","50000","0"
"16791","Death Scythe +1","100000","0"
"16792","Goshisho's Scythe","20000","2"
"16794","Bone Scythe","60000","6"
"16795","Bone Scythe +1","20000","0"
"16796","Mythril Zaghnal","11000","3"
"16797","Mythril Zaghnal +1","40000","0"
"16799","Snr.Msk. Scythe","35000","4"
"16800","Knight's Sword +1","50000","0"
"16802","Brass Xiphos +1","10000","0"
"16801","Sapara +1","15000","0"
"16803","Fleuret +1","30000","1"
"16804","Flame Blade +1","50000","0"
"16805","Ryl.Grd. Fleuret","40000","6"
"16806","Centurion's Sword","40000","0"
"16808","Wis.Wiz. Bilbo","10000","1"
"16807","Cmb.Cst. Scimitar","30000","1"
"16809","Wis.Wiz. Anelace","70000","7"
"16810","Tct.Mag. Espadon","31500","1"
"16811","Dst. Sword +1","50000","0"
"16812","War Sword","40000","0"
"16813","Schlaeger +1","40000","0"
"16814","Crescent Sword","30000","0"
"16815","Mythril Degen +1","30000","0"
"16816","Holy Sword +1","50000","0"
"16817","Holy Degen +1","40000","0"
"16819","Mithran Scimitar","20000","1"
"16820","Strider Sword","14000","0"
"16821","Duel Rapier","15000","0"
"16822","Crimson Blade","10000","0"
"16824","Carnage Rapier","100000","0"
"16823","Flame Degen +1","25000","0"
"16825","Cermet Sword +1","30000","0"
"16826","Divine Sword +1","50000","0"
"16827","Carnage Blade","100000","0"
"16828","Bastard Sword +1","60000","0"
"16830","Gluttony Sword","80000","3"
"16831","Greed Scimitar","40000","1"
"16832","Harpoon","20000","0"
"16833","Bronze Spear","5000","1"
"16834","Brass Spear","35000","1"
"16835","Spear","8500","1"
"16836","Halberd","40000","2"
"16837","Trident","30000","1"
"16839","Partisan","15000","1"
"16840","Ox Tongue","20000","3"
"16841","Wyvern Spear","300000","2"
"16842","Golden Spear","10000","0"
"16844","Ryl.Sqr. Halberd","10000","5"
"16845","Lance","20000","1"
"16846","Bloody Lance","20000","5"
"16847","Mythril Lance","20000","3"
"16848","Darksteel Lance","20000","3"
"16849","Cermet Lance","10000","0"
"16850","Mercurial Spear","50000","1"
"16851","R.K. Army Lance","20000","1"
"16853","Lizard Piercer","5000","2"
"16852","Ryl.Spr. Spear","10000","3"
"16855","Colossal Lance","50000","6"
"16856","Obelisk","20000","4"
"16857","Wind Spear","10000","3"
"16858","Sacred Lance","20000","3"
"16859","Bronze Spear +1","12000","1"
"16861","Ice Lance","10000","4"
"16862","Harpoon +1","20000","0"
"16860","Holy Lance","20000","1"
"16863","Cruel Spear","10000","2"
"16864","Brass Spear +1","20000","0"
"16865","Spear +1","20000","0"
"16866","Halberd +1","30000","0"
"16868","Heavy Halberd","20000","7"
"16867","Orc Piercer","2000","3"
"16869","Thundercloud","10000","0"
"16870","Envy Spear","10000","0"
"16871","Kamayari","49500","1"
"16872","Kamayari +1","50000","0"
"16873","Wyvern Spear +1","20000","0"
"16874","Partisan +1","65000","0"
"16875","Golden Spear +1","100000","0"
"16876","Lance +1","45000","1"
"16877","Mythril Lance +1","40000","0"
"16878","Dst. Lance +1","120000","0"
"16879","Cermet Lance +1","60000","0"
"16880","Holy Lance +1","40000","0"
"16881","Carnage Lance","125000","0"
"16883","Monsoon Spear","20000","1"
"16886","Gnd.Kgt. Lance","30000","2"
"16888","Battle Fork","20000","4"
"16890","Obelisk Lance","27500","1"
"16889","Battle Fork +1","100000","0"
"16891","Obelisk Lance +1","120000","0"
"16893","Rsv.Cpt. Lance","20000","2"
"16895","Ice Lance +1","20000","0"
"16897","Kageboshi","60000","1"
"16896","Kunai","10000","0"
"16900","Wakizashi","30000","2"
"16904","Fudo","70000","9"
"16903","Kabutowari","40000","1"
"16905","Bokuto","10000","5"
"16901","Kodachi","10000","2"
"16902","Sakurafubuki","40000","2"
"16906","Mokuto","10000","0"
"16907","Busuto","25000","3"
"16910","Mamushito","10000","2"
"16908","Yoto","10000","5"
"16909","Kororito","10000","1"
"16913","Shinogi","50000","2"
"16914","Kunai +1","10000","0"
"16917","Suzume","10000","0"
"16915","Hien","10000","3"
"16916","Hien +1","30000","2"
"16918","Wakizashi +1","30000","0"
"16920","Shinobi-Gatana +1","30000","0"
"16919","Shinobi-Gatana","15000","0"
"16922","Sakurafubuki +1","40000","0"
"16921","Kodachi +1","10000","0"
"16923","Kabutowari +1","50000","0"
"16924","Hocho","100000","6"
"16925","Mokuto +1","15000","0"
"16926","Bokuto +1","30000","0"
"16927","Busuto +1","30000","1"
"16928","Hellfire Sword","25050","0"
"16929","Burning Claymore","35000","0"
"16930","Mrc. Greatsword","20000","2"
"16931","2-Hand. Sword +1","50000","0"
"16932","Greatsword +1","100000","0"
"16935","Barbarian's Sword","20000","1"
"16934","Braveheart","30000","4"
"16933","Dst. Claymore +1","80000","0"
"16936","Demonic Sword","45000","4"
"16937","Ice Brand","20000","1"
"16938","Glorious Sword","20000","2"
"16939","Ram-Dao +1","80000","0"
"16941","Flamberge +1","700000","0"
"16942","Balmung","19000","2"
"16944","Lockheart","20000","0"
"16946","Windurstian Sword","20000","1"
"16947","Federation Sword","70000","0"
"16948","Ryl.Swd. Blade +1","20000","0"
"16949","Ryl.Swd. Blade +2","50000","0"
"16950","Mythril Heart","30000","0"
"16951","Mythril Heart +1","300000","0"
"16953","Rsv.Cpt.Grt. sword","20000","0"
"16954","Pealing Nagan","20000","4"
"16955","Nagan +1","100000","0"
"16957","Faussar","10000","3"
"16958","Faussar +1","100000","0"
"16959","Platoon Sword","10000","0"
"16960","Uchigatana","30000","2"
"16961","Murasame","50000","1"
"16962","Ashura","20000","2"
"16963","Taimakuniyuki","20000","1"
"16965","Koryukagemitsu","80000","3"
"16964","Zanbato","10000","2"
"16966","Tachi","10000","0"
"16967","Mikazuki","20000","3"
"16969","Onikiri","19000","3"
"16970","Hosodachi","20000","5"
"16971","Yukitsugu","10000","0"
"16972","Kazaridachi","50000","7"
"16974","Dotanuki","40000","0"
"16973","Homura","10000","3"
"16975","Kanesada","30000","1"
"16977","Yukitsugu +1","700000","0"
"16976","Onimaru","20000","3"
"16978","Uchigatana +1","30000","2"
"16979","Ashura +1","45000","0"
"16981","Tachi +1","10000","0"
"16983","Nodachi +1","50000","0"
"16982","Nodachi","10000","1"
"16984","Jindachi","400000","4"
"16985","Jindachi +1","60000","0"
"16986","Homura +1","50000","0"
"16987","Okanehira","30000","1"
"16988","Kotetsu","25000","0"
"16989","Mikazuki +1","40000","0"
"16990","Daihannya","200000","8"
"16991","Odenta","40000","4"
"17002","Robber Rig","150000","2"
"17014","Hume Fishing Rod","30000","0"
"17015","Halcyon Rod","70016","8"
"17024","Ash Club","10000","2"
"17025","Chestnut Club","10000","0"
"17026","Bone Cudgel","20000","0"
"17027","Oak Cudgel","10000","0"
"17028","Freesword's Club","10000","2"
"17029","Bouncer Club","40000","2"
"17030","Great Club","5000","1"
"17033","Bone Cudgel +1","10000","0"
"17034","Bronze Mace","20000","1"
"17035","Mace","10000","1"
"17037","Darksteel Mace","100000","2"
"17036","Mythril Mace","10000","0"
"17038","Buzdygan","30000","2"
"17039","Platinum Mace","150000","2"
"17040","Warp Cudgel","200000","5"
"17041","Holy Mace","20000","2"
"17043","Brass Hammer","5000","0"
"17042","Bronze Hammer","2000","0"
"17044","Warhammer","10000","0"
"17045","Maul","1000","0"
"17046","Darksteel Maul","100000","1"
"17048","Decurion's Hammer","10000","0"
"17049","Maple Wand","10000","3"
"17050","Willow Wand","2000","3"
"17051","Yew Wand","3000","0"
"17052","Chestnut Wand","10000","1"
"17053","Rose Wand","20000","1"
"17054","Ebony Wand","10000","3"
"17057","Tefnut Wand","100000","1"
"17056","Mythic Wand","10000","4"
"17059","Bronze Rod","3100","2"
"17060","Rod","2000","0"
"17061","Mythril Rod","10000","4"
"17062","Bone Rod","2000","1"
"17063","Darksteel Rod","10000","0"
"17064","Scepter","10000","1"
"17065","Platinum Rod","10000","2"
"17067","Ryl. Guard's Rod","20000","4"
"17070","Living Rod","10000","1"
"17069","Moepapa Mace","30000","1"
"17068","Onion Rod","5000","2"
"17071","Heat Rod","5000","1"
"17072","Lilith's Rod","20000","1"
"17073","Mistilteinn","20000","2"
"17076","Earth Wand","5000","1"
"17081","Brass Rod","3000","3"
"17082","Tct.Mag. Wand","10000","5"
"17080","Holy Maul","10000","2"
"17083","Time Hammer","10000","0"
"17085","Holy Wand","10000","0"
"17086","Bronze Mace +1","10000","0"
"17087","Maple Wand +1","30000","0"
"17089","Holly Staff","5000","0"
"17090","Elm Staff","10000","4"
"17088","Ash Staff","10000","6"
"17091","Oak Staff","10000","2"
"17092","Mahogany Staff","100000","5"
"17093","Rune Staff","775000","2"
"17094","Wis.Wiz. Staff","20000","4"
"17096","Holly Pole","5000","10"
"17095","Ash Pole","5000","0"
"17097","Elm Pole","5000","3"
"17098","Oak Pole","30000","0"
"17099","Mahogany Pole","50000","3"
"17100","Ebony Pole","10000","2"
"17101","Mythic Pole","50000","6"
"17102","Eight-Sided Pole","13000","5"
"17103","Mercenary's Pole","20000","1"
"17104","Onion Staff","10000","0"
"17108","Healing Staff","25000","2"
"17111","Bronze Rod +1","10000","0"
"17112","Fulcrum Pole","20000","0"
"17114","Holy Maul +1","30000","0"
"17115","Warhammer +1","34000","0"
"17116","Misery Staff","5000","5"
"17117","Hypno Staff","5000","1"
"17119","Elm Pole +1","20000","0"
"17120","Oak Pole +1","10000","0"
"17121","Maul +1","20000","0"
"17122","Ash Pole +1","20000","0"
"17123","Ash Staff +1","10000","0"
"17124","Holly Pole +1","10000","0"
"17125","Holly Staff +1","10000","0"
"17126","Elm Staff +1","20000","2"
"17127","Oak Staff +1","10000","0"
"17128","Lgn. Staff","20000","0"
"17129","Musketeer's Pole","10000","1"
"17130","Freesword's Staff","5000","0"
"17131","Lituus","10000","1"
"17132","Monster Signa","25000","4"
"17133","Chanter's Staff","20000","6"
"17134","Dolphin Staff","10000","1"
"17135","Walrus Staff","20000","1"
"17136","Sloth Wand","10000","1"
"17137","Ash Club +1","10000","0"
"17138","Willow Wand +1","20000","1"
"17139","Solid Club","5000","0"
"17140","Yew Wand +1","50000","0"
"17142","Oak Cudgel +1","5000","0"
"17141","Solid Wand","50000","1"
"17143","Rose Wand +1","20000","2"
"17144","Bronze Hammer +1","15000","0"
"17145","Mace +1","5000","0"
"17146","Rod +1","10000","0"
"17147","Mythril Mace +1","20000","0"
"17148","Brass Rod +1","2000","0"
"17149","Brass Hammer +1","20000","0"
"17150","Ryl.Sqr. Mace","10000","0"
"17151","Msk.Cmd. Rod","20000","1"
"17152","Shortbow","10000","1"
"17153","Self Bow","992000121","1"
"17154","Wrapped Bow","10000","2"
"17155","Composite Bow","10000","2"
"17156","Kaman","50000","1"
"17157","Rapid Bow","50000","4"
"17158","Rune Bow","50000","0"
"17159","Freesword's Bow","5500","0"
"17160","Longbow","3000","0"
"17161","Power Bow","70000","8"
"17162","Great Bow","20000","1"
"17163","Battle Bow","10000","3"
"17164","War Bow","40000","3"
"17165","Arco de Velocidad","31500","1"
"17166","Lamian Kaman","20000","2"
"17167","Ryl.Arc. Longbow","758046516","3"
"17170","Speed Bow","10000","1"
"17172","Wrapped Bow +1","20000","0"
"17173","War Bow +1","700000","1"
"17175","Shortbow +1","15000","0"
"17176","Self Bow +1","20000","0"
"17177","Longbow +1","20000","3"
"17178","Power Bow +1","90000","1"
"17179","Composite Bow +1","10000","0"
"17180","Great Bow +1","50000","1"
"17181","Battle Bow +1","70000","0"
"17182","Kaman +1","20000","0"
