"Item Name","Level","Description","Gil","Stock","Rate"
"secretaire","0","","5000","1","0.296963"
"sectum sickle","87","[Main] All Races
DPS: 1305 
LV 87 WAR BLM DRK BST","100000","4","0.164495"
"sectum sickle +1","87","[Main] All Races
DPS: 1347 
LV 87 WAR BLM DRK BST","1000000","0","0"
"seeker earring","40","[Ear] All Races

LV 40 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","3000","1","0.0297936"
"seer's crown","29","[Head] All Races

LV 29 WHM BLM SMN PUP SCH GEO","10000","0","0.344659"
"seer's crown +1","29","[Head] All Races

LV 29 WHM BLM SMN PUP SCH GEO","50000","2","0.879723"
"seer's mitts","29","[Hands] All Races

LV 29 WHM BLM SMN PUP SCH GEO","20000","1","0.858999"
"seer's mitts +1","29","[Hands] All Races

LV 29 WHM BLM SMN PUP SCH GEO","50000","2","0.607186"
"seer's pumps","29","[Feet] All Races

LV 29 WHM BLM SMN PUP SCH GEO","10000","0","0.753004"
"seer's pumps +1","29","[Feet] All Races

LV 29 WHM BLM SMN PUP SCH GEO","50000","1","0.485297"
"seer's slacks","29","[Legs] All Races

LV 29 WHM BLM SMN PUP SCH GEO","20000","2","1.02566"
"seer's slacks +1","29","[Legs] All Races

LV 29 WHM BLM SMN PUP SCH GEO","40000","1","0.77482"
"seer's tunic","29","[Body] All Races

LV 29 WHM BLM SMN PUP SCH GEO","10000","0","0.894156"
"seer's tunic +1","29","[Body] All Races

LV 29 WHM BLM SMN PUP SCH GEO","50000","0","0.8584"
"seihanshi habaki","68","[Feet] All Races

LV 68 MNK","350000","0","0"
"seikenshi habaki","50","[Feet] All Races

LV 50 MNK","50000","0","0.0448792"
"seirenshi habaki","60","[Feet] All Races

LV 60 MNK","50000","0","0.0628197"
"seito","16","[Main] All Races
DPS: 284 
LV 16 NIN","40000","0","0"
"sekiryu","0","","4","0","0"
"Selene's wand","35","[Main] All Races
DPS: 318 
LV 35 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","30000","2","0.0130447"
"selenite","0","","1000","1","1.67089"
"selenite x12","0","","1","0","0"
"self bow","7","[Ranged] All Races
DPS: 187 
LV 7 WAR RDM THF PLD DRK BST RNG SAM NIN","2000","1","0.597508"
"self bow +1","7","[Ranged] All Races
DPS: 204 
LV 7 WAR RDM THF PLD DRK BST RNG SAM NIN","8000","0","0.0597307"
"Senior Gold Musketeer's axe","71","[Main] All Races
DPS: 1048 
LV 71 WAR DRK RUN","20000","0","0.0396361"
"Senior Gold Musketeer's rod","71","[Main] All Races
DPS: 521 
LV 71 WAR MNK WHM BLM RDM BST BRD SMN SCH GEO","10000","1","0.0695535"
"Senior Gold Musketeer's scimitar","71","[Main] All Races
DPS: 1073 
LV 71 WAR THF DRK BST RNG SAM BLU","30000","1","0.188036"
"Senior Gold Musketeer's scythe","71","[Main] All Races
DPS: 1038 
LV 71 WAR DRK BST","50000","0","0.0637224"
"sennight bangles","36","[Hands] All Races

LV 36 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","10000","0","0"
"sentinel's mantle","32","[Back] All Races

LV 32 WAR MNK RDM THF PLD DRK BST BRD RNG SAM NIN DRG BLU COR DNC RUN","10000","0","0.0500543"
"sentry belt","76","[Waist] All Races

LV 76 WAR THF PLD DRK BRD RNG SAM NIN DRG COR PUP DNC","10000","4","1.29188"
"seraph mittens","79","[Hands] All Races

LV 79 WHM BLM RDM BRD SMN BLU PUP SCH GEO","10000","2","0.0933606"
"serene ring","69","[Finger] All Races

LV 69 WHM BLM RDM BRD SMN SCH GEO","50000","1","0.0279876"
"serenity earring","49","[Ear] All Races

LV 49 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","100000","0","0"
"serenity ring","54","[Finger] All Races

LV 54 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","30000","0","0.0742956"
"serenity ring +1","54","[Finger] All Races

LV 54 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","1000000","0","0"
"Serket ring","51","[Finger] All Races

LV 51 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","20000","3","0.815891"
"Serket shield","51","[Sub] All Races

LV 51 WAR WHM RDM THF PLD BST SAM","1000","1","0.0713053"
"serpentine gun","34","[Ranged] All Races
DPS: 227 
LV 34 RNG","10000","2","0.191664"
"serpette","12","[Main] All Races
DPS: 364 
LV 12 DRK","10000","0","0.0649338"
"serpette +1","12","[Main] All Races
DPS: 386 
LV 12 DRK","50000","0","0"
"serving of bass meuniere","0","","10000","3","3.74443"
"serving of bass meuniere +1","0","","19000","1","0"
"serving of batagreen saute","0","","1000","1","0.0101917"
"serving of bavarois","0","","2000","2","0"
"serving of bavarois +1","0","","10000","1","0"
"serving of bavarois potiron","0","","40000","0","0.065794"
"serving of beaugreen saute","0","","1000","1","0.108611"
"serving of bison steak","0","","10000","1","8.11466"
"serving of black curry","0","","12000","1","0.203232"
"serving of black pudding","0","","100000","11","0.144854"
"serving of cherry bavarois","0","","2000","1","0.0203275"
"serving of cherry bavarois +1","0","","10000","2","0"
"serving of cibarious cilbir","0","","10001","0","0"
"serving of cilbir","0","","15000","0","0"
"serving of crimson jelly","0","","5000","2","2.2114"
"serving of dusky indulgence","0","","10000","2","0"
"serving of elysian eclair","0","","10000","0","0.0132678"
"serving of emperor roe","0","","1000","3","0"
"serving of emperor roe x12","0","","20000","0","0.0919853"
"serving of flint caviar","0","","1000","9","0.0208982"
"serving of flint caviar x12","0","","10000","0","0.192118"
"serving of flounder meuniere","0","","20000","1","0.0818939"
"serving of flounder meuniere +1","0","","10000","1","0.0178825"
"serving of flurry courante","0","","10000","2","0.0297282"
"serving of Frog Flambe","0","","1000","0","0"
"serving of Frog Flambe x12","0","","10000","0","0"
"serving of Goblin stir-fry","0","","1000","6","0"
"serving of golden royale","0","","10000","0","0.0110868"
"serving of green curry","0","","1000","0","0.0457302"
"serving of herb crawler eggs","0","","20000","1","0.409972"
"serving of herb quus","0","","5000","0","0.18085"
"serving of icecap rolanberry","0","","5000","0","0.775572"
"serving of karni yarik","0","","10000","0","0.235175"
"serving of karni yarik +1","0","","15050","1","0"
"serving of karni yarik +1 x12","0","","23500","0","0"
"serving of karni yarik x12","0","","20000","0","0.0298002"
"serving of Leadafry","0","","10000","0","0"
"serving of marbled steak","0","","10000","2","4.91394"
"serving of medicinal quus","0","","5000","0","0"
"serving of menemen","0","","5000","0","0"
"serving of menemen +1","0","","10000","0","0"
"serving of mille-feuille","0","","1000","0","0.0175375"
"serving of monastic saute","0","","3000","0","0.0113902"
"serving of mont blanc","0","","2000","1","0.0139881"
"serving of mushroom saute","0","","4000","1","2.94947"
"serving of newt flambe","0","","5050","1","0"
"serving of patriarch saute","0","","20000","2","0"
"serving of red curry","0","","10000","0","1.02725"
"serving of salmon eggs","0","","100","0","0"
"serving of salmon eggs x12","0","","1000","0","0.0102498"
"serving of salmon meuniere","0","","6000","1","0.321365"
"serving of salmon meuniere +1","0","","15000","2","0"
"serving of salmon roe","0","","1000","0","0"
"serving of salmon roe x12","0","","3000","0","0.0167128"
"serving of shallops tropicale","0","","20000","5","0.268982"
"serving of snowy rolanberry","0","","10000","0","0.0338409"
"serving of spaghetti","0","","2000","1","0"
"serving of spaghetti x12","0","","8000","0","0"
"serving of squirrel's delight","0","","20000","2","0.0204491"
"serving of vermillion jelly","0","","5000","1","0.152547"
"serving of yellow curry","0","","3000","3","0.194847"
"serving of zaru soba","0","","7000","0","0"
"serving of zaru soba +1","0","","10000","2","0"
"serving of zaru soba +1 x12","0","","0","0","0"
"serving of zaru soba x12","0","","6000","0","0.0264863"
"set of alchemist's tools","0","","10000","1","0.0317855"
"set of bonecrafting tools","0","","10000","2","0"
"set of chocobo blinkers","0","","10000","1","0"
"set of chocobo blinkers x12","0","","10000","0","0"
"set of chocobo carvings","0","","30000","1","0.18193"
"set of courier bags","0","","10000","2","0.0400186"
"set of fine raiments","0","","30000","2","0.05816"
"set of fish bones","0","","1000","2","0.0929847"
"set of fish bones x12","0","","10000","0","0"
"set of stockfish","0","","30000","2","0.0950202"
"set of thief's tools","0","","2000","5","0.307076"
"set of thief's tools x12","0","","50000","3","1.87847"
"set of wailing rags","0","","5000","1","0.632353"
"settler's cape","73","[Back] All Races

LV 73 WAR PLD DRK BST DRG","45000","1","0.104284"
"seven of batons card","0","","1000","0","0"
"seven of coins card","0","","1000","1","0"
"seven of cups card","0","","498000000","1","0"
"seven of swords card","0","","449500005","0","0"
"severus claws","64","[Main] All Races
DPS: 359 
LV 64 MNK PUP","20000","0","0.0300107"
"severus claws +1","64","[Main] All Races
DPS: 385 
LV 64 MNK PUP","40000","0","0"
"shade harness","25","[Body] All Races

LV 25 WAR MNK RDM THF PLD DRK BST BRD SAM NIN DRG BLU COR DNC RUN","10000","1","0.325938"
"shade harness +1","25","[Body] All Races

LV 25 WAR MNK RDM THF PLD DRK BST BRD SAM NIN DRG BLU COR DNC RUN","100000","0","0.107676"
"shade leggings","25","[Feet] All Races

LV 25 WAR MNK RDM THF PLD DRK BST BRD SAM NIN DRG BLU COR DNC RUN","20000","1","0.0830768"
"shade leggings +1","25","[Feet] All Races

LV 25 WAR MNK RDM THF PLD DRK BST BRD SAM NIN DRG BLU COR DNC RUN","60000","0","0.0756057"
"shade mittens","25","[Hands] All Races

LV 25 WAR MNK RDM THF PLD DRK BST BRD SAM NIN DRG BLU COR DNC RUN","28000","0","0.084254"
"shade mittens +1","25","[Hands] All Races

LV 25 WAR MNK RDM THF PLD DRK BST BRD SAM NIN DRG BLU COR DNC RUN","30000","0","0.072472"
"shade tiara","25","[Head] All Races

LV 25 WAR MNK RDM THF PLD DRK BST BRD SAM NIN DRG BLU COR DNC RUN","12500","1","0.0682939"
"shade tiara +1","25","[Head] All Races

LV 25 WAR MNK RDM THF PLD DRK BST BRD SAM NIN DRG BLU COR DNC RUN","60000","0","0.059892"
"shade tights","25","[Legs] All Races

LV 25 WAR MNK RDM THF PLD DRK BST BRD SAM NIN DRG BLU COR DNC RUN","20000","0","0.131312"
"shade tights +1","25","[Legs] All Races

LV 25 WAR MNK RDM THF PLD DRK BST BRD SAM NIN DRG BLU COR DNC RUN","60000","0","0.0580989"
"shadow apple","0","","1000","1","0"
"shadow apple x12","0","","7500","0","0"
"shadow bow","34","[Ranged] All Races
DPS: 436 
LV 34 RNG","10000","0","0.0260982"
"shadow bow +1","34","[Ranged] All Races
DPS: 469 
LV 34 RNG","100000","0","0"
"shadow gem","0","","1000000","12","0.336436"
"shadow gem x12","0","","6000000","0","0"
"shadow geode","0","","29000","1","7.27699"
"shadow geode x99","0","","80000","13","0.0688946"
"shadow roll","0","","2000","0","0"
"shadow roll x12","0","","5600","0","0"
"shagreen file","0","","1000","0","0"
"shagreen file x99","0","","0","0","0"
"sha'ir crackows","72","[Feet] All Races

LV 72 BRD","25000","3","0.188069"
"sha'ir gages","72","[Hands] All Races

LV 72 BRD","20000","1","0.334459"
"sha'ir manteel","72","[Body] All Races

LV 72 BRD","30000","3","0.215162"
"sha'ir seraweels","72","[Legs] All Races

LV 72 BRD","20000","1","0.242792"
"sha'ir turban","72","[Head] All Races

LV 72 BRD","10000","2","0.117104"
"shakudo ingot","0","","15000","29","3.41755"
"shakudo ingot x12","0","","50000","1",""
"shall shell","0","","1000","4","1.10728"
"shall shell x12","0","","10000","9","2.87447"
"shaman's belt","28","[Waist] All Races

LV 28 MNK WHM BLM RDM PLD BRD RNG SMN BLU PUP SCH GEO RUN","10000","1","0.454332"
"shamo","72","[Main] All Races
DPS: 853 
LV 72 NIN","20000","4","0.0160683"
"sharabha hide","0","","50000","11","7.83554"
"shard of obsidian","0","","100","1","0.310464"
"shard of obsidian x12","0","","0","0",""
"shark necklace","71","[Neck] All Races

LV 71 WHM BLM RDM PLD DRK SMN BLU SCH GEO RUN","3000","1","0"
"sharpeye mantle","78","[Back] All Races

LV 78 MNK THF RNG NIN BLU COR DNC RUN","3000","0","0.760315"
"sheep tooth","0","","1000","10","0.3041"
"sheep tooth x12","0","","3000","30","1.20606"
"sheepskin","0","","500","8","4.992"
"sheepskin x12","0","","10000","4",""
"sheet of bast parchment","0","","2000","2","0.555196"
"sheet of bast parchment x12","0","","4000","5","6.09612"
"sheet of dark adaman","0","","10000","2","0.186378"
"sheet of dark adaman x12","0","","200000","0","0"
"sheet of fine parchment","0","","70000","5","1.38223"
"sheet of lightweight steel","0","","20000","9","1.42228"
"sheet of lightweight steel x12","0","","25005","0","0"
"sheet of Oberon's gold","0","","10000","1","0"
"sheet of Oberon's gold x12","0","","100000","0","0"
"sheet of parchment","0","","5000","2","4.41277"
"sheet of parchment x12","0","","55000","10","0.957835"
"sheet of polyflan paper","0","","1000","1","0"
"sheet of polyflan paper x99","0","","2000","0","0.0282205"
"sheet of vellum","0","","5000","7","1.75163"
"sheet of vellum x12","0","","150000","1","1.75818"
"sheikh crackows","72","[Feet] All Races

LV 72 BRD","300000","0","0"
"sheikh gages","72","[Hands] All Races

LV 72 BRD","3050000","0","0"
"sheikh manteel","72","[Body] All Races

LV 72 BRD","10000000","0","0"
"sheikh seraweels","72","[Legs] All Races

LV 72 BRD","1500000","0","0"
"sheikh turban","72","[Head] All Races

LV 72 BRD","1000000","0","0"
"shell assortment","0","","30000","3","0.0768327"
"shell bug","1","[Ammo] All Races

LV 1 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","100","3","0.705768"
"shell bug x12","1","[Ammo] All Races

LV 1 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","1000","1","5.04076"
"shell earring","11","[Ear] All Races

LV 11 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","1000","1","0.0760552"
"shell earring +1","11","[Ear] All Races

LV 11 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","3000","0","0.0756122"
"shell hairpin","14","[Head] All Races

LV 14 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","3000","1","0.0163329"
"shell hairpin +1","14","[Head] All Races

LV 14 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","3000","0","0"
"shell lamp","0","","10000","6","0.0210317"
"shell ring","11","[Finger] All Races

LV 11 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","2000","0","0.216538"
"shell ring +1","11","[Finger] All Races

LV 11 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","3000","0","0.0126469"
"shell shield","7","[Sub] All Races

LV 7 WAR RDM PLD BST SAM","1000","0","1.88902"
"shellbuster","48","[Main] All Races
DPS: 409 
LV 48 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","3000","1","2.19381"
"sheltered ring","96","[Finger] All Races

LV 96 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","300000","0","1.69498"
"shield belt","30","[Waist] All Races

LV 30 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","1000","0","0.0167567"
"shield earring","20","[Ear] All Races

LV 20 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","5000","0","0.57501"
"shield pendant","35","[Neck] All Races

LV 35 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","6000","1","0.149393"
"shield plaque","0","","20000","1","0.0195107"
"shield torque","65","[Neck] All Races

LV 65 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","14000","2","0.159148"
"shifting necklace","79","[Neck] All Races

LV 79 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","50000","0","0"
"shigeto bow","71","[Ranged] All Races
DPS: 750 
LV 71 RNG SAM","100000","1","0.404566"
"shigeto bow +1","71","[Ranged] All Races
DPS: 784 
LV 71 RNG SAM","150000","0","0.0445379"
"shihei","0","","200","0","0.0186332"
"shihei x99","0","","4000","3","5.9244"
"shikanofuda","0","","19000","0","0"
"shikanofuda x99","0","","30000","0","5.09409"
"shikar bow","40","[Ranged] All Races
DPS: 600 
LV 40 RNG","10000","2","0.454064"
"shinimusha haidate","50","[Legs] All Races

LV 50 SAM","20000","1","0.77265"
"shining ring","71","[Finger] All Races

LV 71 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","50000","3","0.032816"
"shining trout","0","","500","0","0.0248077"
"shining trout x12","0","","10000","3","0.164991"
"shinkanesada","63","[Main] All Races
DPS: 1017 
LV 63 SAM NIN","50000","0","0.0121292"
"shinkotetsu","72","[Main] All Races
DPS: 1087 
LV 72 SAM","50000","0","0.0130729"
"shinobi earring","70","[Ear] All Races

LV 70 NIN","2000","0","0.256287"
"shinobi gi","49","[Body] All Races

LV 49 MNK SAM NIN","10000","1","0.168602"
"shinobi gi +1","49","[Body] All Races

LV 49 MNK SAM NIN","50000","0","0.163384"
"shinobi hachigane","49","[Head] All Races

LV 49 MNK SAM NIN","30000","0","0.0184495"
"shinobi hachigane +1","49","[Head] All Races

LV 49 MNK SAM NIN","100000","0","0"
"shinobi hakama","49","[Legs] All Races

LV 49 MNK SAM NIN","10000","2","0.114474"
"shinobi hakama +1","49","[Legs] All Races

LV 49 MNK SAM NIN","50000","0","0.0248566"
"shinobi kyahan","49","[Feet] All Races

LV 49 MNK SAM NIN","10000","0","0.0291361"
"shinobi kyahan +1","49","[Feet] All Races

LV 49 MNK SAM NIN","20000","0","0.0170348"
"shinobi ring","50","[Finger] All Races

LV 50 NIN","30000","1","0.102271"
"shinobi tekko","49","[Hands] All Races

LV 49 MNK SAM NIN","10000","0","0.019857"
"shinobi tekko +1","49","[Hands] All Races

LV 49 MNK SAM NIN","50000","0","0.0160065"
"shinobi-gatana","13","[Main] All Races
DPS: 291 
LV 13 NIN","5000","0","2.43982"
"shinobi-gatana +1","13","[Main] All Races
DPS: 324 
LV 13 NIN","50000","0","0.0218536"
"shinobi-tabi","0","","100","0","0.0133451"
"shinobi-tabi x99","0","","20000","0","5.71598"
"Shinogi","52","[Main] All Races
DPS: 740 
LV 52 NIN","10000","0","0.271493"
"shinsoku","72","[Main] All Races
DPS: 1067 
LV 72 SAM","30000","0","0.847067"
"shirogatana","71","[Main] All Races
DPS: 1029 
LV 71 SAM NIN","90000","1","0.0169831"
"shisai kaboku","0","","4955","0","0"
"shisai kaboku x99","0","","10000","0","0.0815504"
"shivite","0","","1000","0","6.4914"
"shivite x99","0","","80000","16","0"
"shock absorber","0","","10000","5","0.147622"
"shock absorber x12","0","","350000","0","0"
"shock mask","50","[Head] All Races

LV 50 WAR RDM PLD DRK BST RNG SAM DRG BLU RUN","39000","0","0.146433"
"shock subligar","45","[Legs] All Races

LV 45 WAR MNK RDM THF PLD DRK BST BRD SAM NIN DRG BLU COR DNC RUN","10000","2","0"
"shocking whisker","0","","5000","1","3.13913"
"shockshroom","0","","5000","1","2.07691"
"shoes","34","[Feet] All Races

LV 34 MNK WHM BLM RDM PLD BRD RNG SMN BLU PUP SCH GEO RUN","3000","1","0.0182711"
"shoes +1","34","[Feet] All Races

LV 34 MNK WHM BLM RDM PLD BRD RNG SMN BLU PUP SCH GEO RUN","10000","0","0"
"shofar","68","[Ranged] All Races

LV 68 BRD","80000","6","0.249613"
"shofar +1","68","[Ranged] All Races

LV 68 BRD","50000","0","0"
"shogun rice ball","0","","5000","0","0.0234695"
"shogun rice ball x12","0","","60000","0","0"
"shortbow","1","[Ranged] All Races
DPS: 83 
LV 1 WAR RDM THF PLD DRK BST RNG SAM NIN","2000","0","0.773576"
"shortbow +1","1","[Ranged] All Races
DPS: 103 
LV 1 WAR RDM THF PLD DRK BST RNG SAM NIN","20000","0","0.134178"
"shotel","42","[Main] All Races
DPS: 625 
LV 42 WAR THF PLD DRK SAM DRG BLU","193000","2","0.165103"
"shotel +1","42","[Main] All Races
DPS: 664 
LV 42 WAR THF PLD DRK SAM DRG BLU","62000","0","0.012266"
"shrimp cracker","0","","1","0","0"
"shrimp cracker +1","0","","61","0","0"
"shrimp cracker +1 x99","0","","1","0","0"
"shrimp cracker x99","0","","5000","0","0"
"shrimp lure","1","[Ammo] All Races

LV 1 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","30000","7","5.88649"
"shriveled wing","0","","5000","1","2.3361"
"shuriken","18","[Ammo] All Races
DPS: 906 
LV 18 NIN","1000","1","0.0127676"
"shuriken x99","18","[Ammo] All Races
DPS: 906 
LV 18 NIN","10000","0","0.191268"
"sickle","0","","1000","0","0.624655"
"sickle x99","0","","5000","0","1.17276"
"silence baghnakhs","19","[Main] All Races
DPS: 160 
LV 19 THF DRK NIN","3000","0","0.0194078"
"silence baghnakhs +1","19","[Main] All Races
DPS: 183 
LV 19 THF DRK NIN","10000","0","0.0757932"
"silence dagger","12","[Main] All Races
DPS: 191 
LV 12 WAR BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN SCH GEO","10000","0","0.168898"
"silence dagger +1","12","[Main] All Races
DPS: 230 
LV 12 WAR BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN SCH GEO","20000","0","0.288386"
"silk cloak","64","[Body] All Races

LV 64 MNK WHM BLM RDM PLD BRD RNG SMN BLU PUP SCH GEO RUN","30000","1","0.384128"
"silk cloak +1","64","[Body] All Races

LV 64 MNK WHM BLM RDM PLD BRD RNG SMN BLU PUP SCH GEO RUN","70000","0","0.0100488"
"silk coat","53","[Body] All Races

LV 53 MNK WHM BLM RDM THF DRK BRD RNG SMN BLU COR PUP DNC SCH GEO RUN","30000","0","0.0856667"
"silk coat +1","53","[Body] All Races

LV 53 MNK WHM BLM RDM THF DRK BRD RNG SMN BLU COR PUP DNC SCH GEO RUN","20000","0","0"
"silk cuffs","53","[Hands] All Races

LV 53 MNK WHM BLM RDM THF DRK BRD RNG SMN BLU COR PUP DNC SCH GEO RUN","7000","0","0"
"silk cuffs +1","53","[Hands] All Races

LV 53 MNK WHM BLM RDM THF DRK BRD RNG SMN BLU COR PUP DNC SCH GEO RUN","18000000","0","0"
"silk hat","53","[Head] All Races

LV 53 MNK WHM BLM RDM THF DRK BRD RNG SMN BLU COR PUP DNC SCH GEO RUN","30000","1","0"
"silk headband","54","[Head] All Races

LV 54 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","5000","0","0.24889"
"silk headband +1","54","[Head] All Races

LV 54 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","20000","0","0.0602719"
"silk mitts","61","[Hands] All Races

LV 61 MNK WHM BLM RDM PLD BRD RNG SMN BLU PUP SCH GEO RUN","10000","0","0.202032"
"silk mitts +1","61","[Hands] All Races

LV 61 MNK WHM BLM RDM PLD BRD RNG SMN BLU PUP SCH GEO RUN","52550","0","0"
"silk pumps","61","[Feet] All Races

LV 61 MNK WHM BLM RDM PLD BRD RNG SMN BLU PUP SCH GEO RUN","10000","0","0.330217"
"silk pumps +1","61","[Feet] All Races

LV 61 MNK WHM BLM RDM PLD BRD RNG SMN BLU PUP SCH GEO RUN","10000","0","0"
"silk slacks","63","[Legs] All Races

LV 63 MNK WHM BLM RDM PLD BRD RNG SMN BLU PUP SCH GEO RUN","10000","1","0.831061"
"silk slacks +1","63","[Legs] All Races

LV 63 MNK WHM BLM RDM PLD BRD RNG SMN BLU PUP SCH GEO RUN","56000","0","0"
"silk slops","53","[Legs] All Races

LV 53 MNK WHM BLM RDM THF DRK BRD RNG SMN BLU COR PUP DNC SCH GEO RUN","60000","0","0.108125"
"silk slops +1","53","[Legs] All Races

LV 53 MNK WHM BLM RDM THF DRK BRD RNG SMN BLU COR PUP DNC SCH GEO RUN","50000","0","0"
"silken coat","53","[Body] All Races

LV 53 MNK WHM BLM RDM THF DRK BRD RNG SMN BLU COR PUP DNC SCH GEO RUN","30000","1","0.109565"
"silken cuffs","53","[Hands] All Races

LV 53 MNK WHM BLM RDM THF DRK BRD RNG SMN BLU COR PUP DNC SCH GEO RUN","10000","1","0.0637979"
"silken hat","53","[Head] All Races

LV 53 MNK WHM BLM RDM THF DRK BRD RNG SMN BLU COR PUP DNC SCH GEO RUN","20000","0","0.0306132"
"silken pigaches","53","[Feet] All Races

LV 53 MNK WHM BLM RDM THF DRK BRD RNG SMN BLU COR PUP DNC SCH GEO RUN","40000","1","0.023868"
"silken sash","0","","3000","0","0"
"silken siesta","0","","10000","0","0"
"silken slops","53","[Legs] All Races

LV 53 MNK WHM BLM RDM THF DRK BRD RNG SMN BLU COR PUP DNC SCH GEO RUN","20000","0","0.550859"
"silken smile","0","","20000","1","0"
"silken spirit","0","","10000","3","0"
"silken squeeze","0","","1","0","0"
"silktone","69","[Main] All Races
DPS: 862 
LV 69 THF BST BRD","4000","1","0.151559"
"silver arrow","24","[Ammo] All Races
DPS: 950 
LV 24 WAR RDM THF PLD DRK BST RNG SAM NIN","37572929","0","0"
"silver arrow x99","24","[Ammo] All Races
DPS: 950 
LV 24 WAR RDM THF PLD DRK BST RNG SAM NIN","5000","0","0.306662"
"silver bangles","41","[Hands] All Races

LV 41 MNK WHM BLM RDM THF DRK BRD RNG SMN BLU COR PUP DNC SCH GEO RUN","10000","1","0.133698"
"silver bangles +1","41","[Hands] All Races

LV 41 MNK WHM BLM RDM THF DRK BRD RNG SMN BLU COR PUP DNC SCH GEO RUN","10000","0","0.0103672"
"silver beastcoin","0","","15000","7","4.54095"
"silver beastcoin x12","0","","10000","8","2.52401"
"silver belt","32","[Waist] All Races

LV 32 WAR RDM THF PLD DRK BST BRD RNG SAM NIN DRG BLU COR DNC RUN","5000","1","0.0562441"
"silver belt +1","32","[Waist] All Races

LV 32 WAR RDM THF PLD DRK BST BRD RNG SAM NIN DRG BLU COR DNC RUN","10000","0","0.0156899"
"silver bullet","50","[Ammo] All Races
DPS: 2025 
LV 50 RNG","6000","0","0"
"silver bullet pouch","0","","4000","4","0.742792"
"silver bullet pouch x12","0","","60000","0","0.864084"
"silver bullet x99","50","[Ammo] All Races
DPS: 2025 
LV 50 RNG","20000","0","1.44221"
"silver cassandra","71","[Ranged] All Races
DPS: 412 
LV 71 COR","30000","2","0.219334"
"silver chain","0","","15000","5","0.49111"
"silver chain x12","0","","150000","3","0.127877"
